MONTH,STEP_CODE,CNT,QTY
'200410,"[ 6, 7)",65,420
'200308,"[ 4, 5)",41,184
'200408,"[20,25)",56,"1,250"
'200306,"[ 4, 5)",33,148
'199503,"[ 9,10)",1,10
'199902,"[ 0, 0]",150,0
'199212,"[ 1, 2)",4,6
'200101,"[ 1, 2)",10,14
'200301,"[ 1, 2)",25,36
'199502,"[20,25)",3,68
'199903,"[25,30)",2,53
'199208,"[ 4, 5)",4,18
'199805,"[ 4, 5)",4,18
'199901,"[ 9,10)",1,10
'200010,"[ 9,10)",1,10
'199302,"[ 1, 2)",5,9
'200203,"[10,12)",10,109
'199912,"[ 2, 3)",7,18
'199303,"( 0, 1)",19,3
'199306,"( 0, 1)",21,4
'199702,"( 0, 1)",23,5
'199612,"( 0, 1)",22,4
'199304,"( 0, 1)",20,3
'200705,"[ 4, 5)","103,174","462,642"
'200109,"[10,12)",5,57
'200707,"[ 7, 8)","97,036","726,486"
'200709,"[ 8, 9)","98,486","836,083"
'200212,"[40,45)",6,259
'199903,"[30,35)",3,96
'200104,"[ 6, 7)",4,27
'199711,"[ 6, 7)",3,20
'199811,"[30,35)",2,64
'200710,"[10,12)","173,992","1,909,229"
'200802,"[ 7, 8)","107,701","807,535"
'200803,"[ 2, 3)","108,040","270,075"
'199212,"[16,18)",1,16
'199304,"[14,16)",1,16
'199711,"[14,16)",1,16
'200004,"[14,16)",6,91
'199404,"[14,16)",1,16
'200803,"[50,..)","9,008","1,236,276"
'200807,"[ 4, 5)","111,451","501,350"
'200003,"[18,20)",4,78
'199307,"[12,14)",1,14
'199406,"[12,14)",1,13
'199210,"[12,14)",1,14
'199706,"[12,14)",1,13
'199908,"[20,25)",3,65
'200008,"[20,25)",4,86
'200006,"[50,..)",1,140
'200905,"[ 4, 5)","110,931","497,570"
'200905,"[14,16)","116,533","1,740,765"
'200910,"[45,50)","2,699","127,740"
'200910,"[20,25)","76,678","1,694,886"
'199211,"[20,25)",2,47
'199608,"[ 3, 4)",3,10
'201005,"[40,45)","4,830","204,393"
'201010,"[ 1, 2)","115,408","169,258"
'201102,"[ 0, 0]","183,505",0
'201012,"[14,16)","104,789","1,564,650"
'201108,"[14,16)","104,262","1,558,311"
'201201,"[ 6, 7)","111,413","721,875"
'199811,"[16,18)",1,16
'201201,"[40,45)","2,157","91,174"
'200010,"[ 6, 7)",2,12
'199006,"[ 6, 7)",1,7
'201206,"[25,30)","31,114","843,640"
'201205,"[45,50)","2,324","110,033"
'201204,"[10,12)","179,721","1,965,179"
'201205,"[16,18)","83,678","1,415,487"
'201209,"[25,30)","27,721","751,723"
'201303,"[ 0, 0]","230,769",0
'198602,"[ 0, 0]",1,0
'201303,"[20,25)","58,982","1,299,653"
'201310,"[ 5, 6)","110,954","609,497"
'201310,"[25,30)","23,555","638,533"
'201312,"( 0, 1)","164,445","84,829"
'201311,"[45,50)","1,357","64,144"
'201401,"[50,..)","4,577","862,755"
'201403,"[30,35)","6,623","213,060"
'201405,"[35,40)","4,956","184,610"
'201309,"[12,14)","133,534","1,727,634"
'201403,"[10,12)","167,838","1,841,642"
'201406,"[ 9,10)","85,108","805,950"
'201410,"[ 9,10)","27,698","262,790"
'201407,"[12,14)","117,366","1,519,543"
'201411,"[20,25)",2,49
'201410,"[45,50)",482,"22,813"
'200601,"[14,16)",224,"3,360"
'200604,"[12,14)",611,"7,914"
'200511,"[ 9,10)",153,"1,457"
'200602,"[ 4, 5)",441,"1,982"
'200406,"[30,35)",26,840
'200211,"[50,..)",28,"2,924"
'200505,"[50,..)",117,"31,383"
'200309,"( 0, 1)",179,57
'200505,"[ 6, 7)",97,628
'200401,"[ 9,10)",44,420
'200205,"[ 3, 4)",20,67
'200301,"[ 5, 6)",42,232
'199303,"[ 9,10)",1,10
'199407,"[ 9,10)",1,10
'200009,"[ 9,10)",2,19
'199703,"[ 0, 0]",147,0
'199907,"[ 0, 0]",150,0
'200105,"[ 0, 0]",211,0
'199208,"[ 1, 2)",4,6
'199203,"[ 0, 0]",138,0
'199208,"[25,30)",2,53
'199703,"[25,30)",2,53
'199710,"[25,30)",2,53
'199806,"[25,30)",1,26
'199210,"[ 1, 2)",4,6
'200211,"[14,16)",21,311
'200001,"[ 2, 3)",7,18
'200303,"[18,20)",12,227
'200705,"[30,35)","18,245","587,395"
'200707,"[ 2, 3)","104,283","260,027"
'199610,"[ 2, 3)",6,15
'200709,"[ 5, 6)","104,077","570,476"
'200709,"[ 1, 2)","107,816","162,350"
'200010,"[30,35)",5,161
'199611,"[30,35)",2,64
'200011,"[30,35)",3,97
'200111,"[30,35)",5,164
'200709,"[12,14)","142,153","1,840,036"
'200205,"[18,20)",7,134
'200804,"[ 4, 5)","111,814","500,983"
'199405,"[16,18)",1,16
'199702,"[14,16)",2,30
'199710,"[16,18)",2,33
'199805,"[16,18)",2,33
'199908,"[16,18)",2,33
'200805,"[ 7, 8)","100,686","754,957"
'200201,"[40,45)",3,129
'200808,"[ 2, 3)","112,054","280,532"
'200807,"[25,30)","39,063","1,062,088"
'199602,"[12,14)",1,13
'199902,"[12,14)",2,26
'199303,"[12,14)",1,14
'199809,"[12,14)",1,13
'200901,"[ 7, 8)","106,014","794,670"
'200810,"[16,18)","84,118","1,424,995"
'199411,"[20,25)",3,68
'199601,"[20,25)",2,44
'199608,"[20,25)",2,44
'200007,"[40,45)",1,44
'200907,"[ 8, 9)","100,421","853,358"
'200905,"[18,20)","64,162","1,215,005"
'200906,"[12,14)","144,989","1,876,420"
'200911,"[35,40)","5,356","199,518"
'199502,"[ 7, 8)",1,8
'201001,"[30,35)","10,107","325,242"
'201002,"[25,30)","15,763","427,384"
'201004,"[ 8, 9)","105,780","897,389"
'199304,"[ 3, 4)",2,7
'199610,"[ 3, 4)",3,10
'199806,"[ 3, 4)",2,7
'200003,"[ 3, 4)",5,17
'201004,"[10,12)","183,955","2,011,920"
'201008,"[ 4, 5)","109,819","492,291"
'201008,"[ 2, 3)","111,572","278,052"
'201010,"[30,35)","11,452","368,553"
'201010,"[40,45)","3,615","152,905"
'201103,"[30,35)","9,686","311,487"
'201112,"[ 2, 3)","116,823","289,181"
'201203,"[ 9,10)","101,739","966,015"
'198812,"[ 7, 8)",1,7
'201204,"[40,45)","2,722","114,912"
'201205,"[40,45)","3,762","159,229"
'201207,"[ 8, 9)","99,459","844,691"
'201208,"[ 0, 0]","203,241",0
'201206,"[10,12)","173,076","1,893,212"
'198305,"[ 0, 0]",1,0
'198310,"[ 0, 0]",1,0
'201309,"[ 0, 0]","220,996",0
'201310,"[ 8, 9)","102,410","869,561"
'201312,"[18,20)","45,462","860,090"
'201401,"[ 5, 6)","110,756","606,220"
'201402,"[45,50)",830,"39,296"
'201404,"[ 7, 8)","100,528","753,182"
'201310,"[50,..)","6,894","1,206,733"
'201404,"[16,18)","64,690","1,094,607"
'201410,"[ 0, 0]","66,697",0
'201410,"[ 7, 8)","30,597","229,173"
'201408,"[14,16)","85,102","1,271,372"
'200609,"[ 0, 0]","10,486",0
'200604,"[ 3, 4)",463,"1,616"
'200609,"[20,25)","1,266","28,100"
'200409,"[ 5, 6)",83,456
'200412,"[ 0, 0]","1,268",0
'200607,"[18,20)",465,"8,795"
'200507,"[12,14)",166,"2,161"
'200509,"[ 5, 6)",143,785
'200407,"[18,20)",28,526
'200304,"[30,35)",13,428
'200408,"[12,14)",75,970
'200411,"[ 7, 8)",80,601
'199609,"[ 9,10)",2,19
'199707,"[ 0, 0]",147,0
'199304,"[ 1, 2)",5,8
'200103,"[ 1, 2)",11,15
'200204,"[ 1, 2)",18,26
'200212,"[ 1, 2)",25,36
'200403,"[ 1, 2)",70,100
'199609,"[ 4, 5)",4,18
'200212,"[25,30)",12,326
'199404,"[ 4, 5)",4,18
'200308,"[50,..)",39,"4,091"
'200503,"[45,50)",15,722
'200306,"[ 5, 6)",55,303
'200204,"[ 8, 9)",17,143
'200702,"[ 8, 9)","105,191","892,188"
'199601,"( 0, 1)",22,4
'200704,"[30,35)","14,569","467,636"
'200704,"[25,30)","32,758","886,832"
'200204,"[16,18)",6,101
'200705,"[ 5, 6)","99,764","547,267"
'199712,"[ 2, 3)",6,15
'200110,"[30,35)",7,226
'199207,"[ 2, 3)",5,12
'199403,"[ 2, 3)",5,12
'200706,"[10,12)","171,841","1,880,925"
'200707,"[25,30)","45,609","1,239,364"
'200311,"[40,45)",9,379
'200801,"[40,45)","3,479","147,206"
'199511,"[ 5, 6)",1,5
'200802,"[35,40)","4,940","184,058"
'199311,"[14,16)",1,16
'199703,"[16,18)",2,33
'199912,"[18,20)",1,19
'199604,"[12,14)",1,13
'199806,"[12,14)",1,13
'199904,"[12,14)",1,13
'200211,"[35,40)",5,187
'200902,"[ 4, 5)","126,100","565,683"
'200902,"[25,30)","15,865","429,826"
'199806,"[20,25)",4,88
'200106,"[20,25)",5,108
'200906,"[ 9,10)","94,587","895,922"
'200907,"[40,45)","6,943","293,883"
'200908,"[ 6, 7)","109,596","711,267"
'200912,"[ 1, 2)","111,992","169,312"
'199305,"[30,35)",1,34
'201003,"[40,45)","3,404","143,930"
'199308,"[ 3, 4)",3,10
'199512,"[ 3, 4)",3,10
'201005,"[20,25)","86,170","1,906,286"
'201010,"[ 3, 4)","112,943","393,903"
'199610,"[10,12)",1,10
'201010,"[35,40)","5,997","223,468"
'201012,"[ 4, 5)","112,191","502,013"
'201012,"[50,..)","6,808","1,356,706"
'201105,"[ 1, 2)","117,189","170,429"
'201106,"[ 5, 6)","113,874","623,025"
'200005,"[14,16)",4,61
'200003,"[14,16)",4,61
'198609,"[ 6, 7)",1,7
'201208,"[ 6, 7)","106,676","692,743"
'201304,"[45,50)","1,771","83,741"
'201306,"[ 6, 7)","109,849","712,284"
'198309,"[ 0, 0]",1,0
'201403,"[ 5, 6)","107,412","591,311"
'201311,"[12,14)","138,273","1,788,730"
'201309,"[20,25)","63,504","1,401,153"
'201309,"[50,..)","9,854","1,407,494"
'201408,"[ 9,10)","82,695","784,155"
'201409,"[12,14)","72,247","934,117"
'201411,"[10,12)",2,23
'201411,"[45,50)",4,192
'201411,"[16,18)",1,17
'200602,"[ 6, 7)",412,"2,684"
'200510,"[12,14)",210,"2,728"
'200402,"[50,..)",45,"15,825"
'200508,"[ 2, 3)",142,357
'200602,"[35,40)",66,"2,455"
'200503,"[18,20)",54,"1,021"
'200411,"[14,16)",54,809
'200405,"[ 3, 4)",68,234
'200406,"[ 3, 4)",62,218
'200507,"[ 2, 3)",134,338
'199406,"[ 0, 0]",142,0
'199311,"[ 9,10)",2,19
'199601,"[ 9,10)",1,10
'200002,"[ 0, 0]",164,0
'199306,"[ 1, 2)",6,9
'199609,"[ 1, 2)",7,10
'200105,"[ 1, 2)",11,15
'200012,"[25,30)",5,133
'199508,"[ 4, 5)",4,18
'199810,"[ 4, 5)",4,18
'200112,"[ 4, 5)",11,49
'200111,"[ 1, 2)",16,23
'200404,"[45,50)",9,425
'200203,"[ 8, 9)",9,77
'199210,"( 0, 1)",17,2
'199212,"( 0, 1)",18,3
'200112,"[50,..)",8,769
'200705,"[ 2, 3)","100,904","250,831"
'200112,"[16,18)",7,117
'200208,"[20,25)",15,331
'200112,"[30,35)",7,226
'199303,"[ 2, 3)",5,12
'199606,"[ 2, 3)",6,15
'199210,"[ 2, 3)",5,12
'200202,"[12,14)",13,170
'200710,"[ 0, 0]","125,004",0
'200710,"[ 7, 8)","99,365","744,180"
'200001,"[30,35)",4,131
'199907,"[30,35)",4,131
'199611,"[ 6, 7)",3,20
'199910,"[ 7, 8)",2,14
'200712,"[50,..)","9,068","1,262,574"
'200710,"[14,16)","116,591","1,742,447"
'199601,"[ 5, 6)",1,6
'199701,"[ 5, 6)",1,6
'199705,"[ 5, 6)",1,6
'199509,"[14,16)",1,16
'199910,"[16,18)",2,33
'200009,"[50,..)",2,191
'200802,"[16,18)","75,061","1,271,056"
'200809,"[ 2, 3)","117,102","292,319"
'199304,"[12,14)",1,13
'199311,"[12,14)",1,13
'199412,"[12,14)",1,14
'200902,"[35,40)","3,611","134,508"
'200903,"[ 8, 9)","103,905","881,639"
'200908,"[30,35)","17,905","576,384"
'200910,"[ 8, 9)","103,432","877,746"
'200002,"[ 8, 9)",1,8
'201001,"[ 9,10)","99,884","947,286"
'199306,"[20,25)",2,47
'199207,"[ 3, 4)",3,10
'199602,"[ 3, 4)",2,6
'201005,"[ 2, 3)","109,341","272,863"
'199205,"[10,12)",1,10
'201012,"[40,45)","2,701","114,261"
'201011,"[50,..)","6,995","1,389,201"
'201105,"[30,35)","12,584","405,242"
'201106,"( 0, 1)","133,701","67,474"
'201106,"[10,12)","178,755","1,954,786"
'200101,"[14,16)",4,61
'201203,"[ 5, 6)","112,586","617,791"
'201209,"[ 9,10)","94,484","894,793"
'201211,"[10,12)","177,849","1,944,876"
'201302,"[ 3, 4)","124,993","435,973"
'201303,"[ 8, 9)","103,923","882,306"
'198303,"[ 0, 0]",1,0
'199108,"[ 0, 0]",1,0
'201308,"[ 1, 2)","113,418","171,004"
'201307,"[10,12)","166,885","1,828,637"
'201311,"[ 1, 2)","117,753","174,109"
'201405,"[ 8, 9)","91,253","774,602"
'201407,"[ 0, 0]","200,440",0
'201407,"[ 3, 4)","100,246","349,994"
'201405,"[16,18)","72,657","1,229,917"
'200612,"[25,30)","21,789","590,096"
'200610,"[12,14)","7,097","92,044"
'200603,"[ 1, 2)",639,933
'200609,"[ 9,10)","1,096","10,404"
'200609,"[ 8, 9)","1,107","9,409"
'200603,"[ 5, 6)",431,"2,369"
'200608,"[45,50)",96,"4,552"
'200607,"[16,18)",588,"9,989"
'200604,"[25,30)",226,"6,131"
'200402,"[ 6, 7)",56,364
'200406,"( 0, 1)",250,83
'200308,"[ 8, 9)",41,344
'200212,"[ 3, 4)",34,116
'200307,"[ 3, 4)",45,154
'200312,"[25,30)",29,780
'200501,"[ 6, 7)",77,497
'200305,"[35,40)",11,410
'200308,"[35,40)",17,633
'200303,"[12,14)",36,467
'200304,"[ 2, 3)",43,110
'200308,"[14,16)",31,467
'199509,"[ 0, 0]",142,0
'200401,"[ 1, 2)",68,97
'199808,"[25,30)",2,53
'200204,"[25,30)",10,275
'199505,"[ 4, 5)",4,18
'200011,"[25,30)",6,163
'200106,"[25,30)",7,193
'199610,"[ 4, 5)",4,18
'199302,"[ 8, 9)",1,9
'200101,"[ 9,10)",1,10
'200408,"[45,50)",9,433
'200306,"[ 8, 9)",25,212
'199910,"( 0, 1)",25,6
'199803,"( 0, 1)",22,4
'200205,"[14,16)",14,210
'200105,"[50,..)",5,479
'200009,"[16,18)",4,67
'200203,"[30,35)",7,226
'199305,"[ 2, 3)",5,12
'199903,"[10,12)",2,22
'200711,"[ 0, 0]","128,134",0
'199604,"[ 6, 7)",2,14
'199412,"[30,35)",2,66
'199601,"[30,35)",2,66
'199509,"[ 6, 7)",2,14
'200306,"[18,20)",12,228
'200803,"[45,50)","2,447","115,616"
'199204,"[14,16)",1,16
'200108,"[20,25)",7,149
'200807,"[ 2, 3)","110,088","275,655"
'200809,"[ 7, 8)","105,857","793,045"
'199506,"[12,14)",1,13
'199401,"[12,14)",1,14
'200901,"[ 9,10)","99,836","947,653"
'200901,"[ 2, 3)","110,868","277,153"
'199902,"[18,20)",2,38
'199611,"[20,25)",3,68
'200907,"[30,35)","19,213","618,286"
'200103,"[ 8, 9)",1,9
'199611,"[ 3, 4)",2,7
'201005,"[35,40)","8,285","308,717"
'201003,"[10,12)","182,031","1,997,398"
'201006,"[ 4, 5)","110,036","493,782"
'201008,"[30,35)","16,629","535,868"
'199210,"[10,12)",1,10
'199310,"[10,12)",1,10
'201101,"[ 3, 4)","117,610","409,566"
'201103,"[45,50)","1,726","81,717"
'201012,"[16,18)","75,104","1,270,650"
'201105,"[40,45)","3,730","157,835"
'201109,"[12,14)","139,300","1,802,184"
'199102,"[ 6, 7)",1,7
'198403,"[ 7, 8)",1,7
'201206,"[ 4, 5)","112,308","503,848"
'201305,"[ 5, 6)","107,080","588,347"
'199001,"[ 0, 0]",1,0
'198211,"[ 0, 0]",1,0
'201308,"[ 8, 9)","98,951","841,072"
'201311,"[ 8, 9)","105,373","894,469"
'201401,"[30,35)","6,190","198,866"
'201409,"[ 7, 8)","62,494","468,042"
'201410,"[30,35)","2,620","84,235"
'200612,"[ 3, 4)","79,940","278,022"
'200511,"[ 3, 4)",187,657
'200609,"[12,14)","1,678","21,752"
'200409,"[ 0, 0]","1,168",0
'200605,"[ 8, 9)",431,"3,661"
'200311,"[50,..)",43,"4,353"
'200401,"[50,..)",50,"16,973"
'200403,"( 0, 1)",229,77
'200212,"[45,50)",3,144
'200211,"[ 5, 6)",46,254
'200506,"[30,35)",54,"1,744"
'200411,"[12,14)",75,960
'200506,"[40,45)",20,848
'199305,"[ 0, 0]",140,0
'200008,"[ 9,10)",1,10
'200111,"[ 9,10)",5,47
'199704,"[ 0, 0]",148,0
'199906,"[ 0, 0]",150,0
'200108,"[ 0, 0]",237,0
'199705,"[ 1, 2)",6,9
'199410,"[ 0, 0]",141,0
'199708,"[ 0, 0]",147,0
'199908,"[25,30)",2,53
'200009,"[25,30)",6,163
'199407,"[ 4, 5)",4,18
'199809,"[ 9,10)",2,19
'199203,"[25,30)",2,53
'199412,"[25,30)",2,53
'199602,"[20,25)",4,90
'200701,"[ 3, 4)","104,799","365,509"
'200303,"[10,12)",33,357
'199302,"( 0, 1)",18,4
'199709,"( 0, 1)",21,4
'200703,"[20,25)","87,801","1,939,793"
'199205,"[ 2, 3)",5,12
'199211,"[ 2, 3)",5,13
'199406,"[ 2, 3)",5,13
'200001,"[10,12)",2,22
'200709,"[ 2, 3)","108,259","270,585"
'200708,"( 0, 1)","119,867","62,239"
'200210,"[40,45)",5,215
'199812,"[30,35)",3,96
'199510,"[ 7, 8)",2,14
'199806,"[ 6, 7)",3,20
'199404,"[30,35)",2,64
'199709,"[30,35)",2,64
'199712,"[ 5, 6)",1,6
'200711,"[18,20)","58,506","1,106,190"
'199210,"[16,18)",1,16
'200110,"[20,25)",7,149
'200806,"[12,14)","143,966","1,863,895"
'199905,"[18,20)",1,19
'200807,"[12,14)","141,718","1,836,553"
'200008,"[12,14)",5,65
'199912,"[12,14)",3,38
'199712,"[20,25)",3,65
'199912,"[20,25)",3,65
'200003,"[50,..)",1,145
'200903,"[35,40)","5,509","205,065"
'200901,"[10,12)","179,511","1,969,251"
'200902,"[10,12)","176,416","1,931,701"
'200907,"[ 1, 2)","109,699","164,747"
'200907,"[ 7, 8)","104,481","783,216"
'200908,"[ 9,10)","94,657","897,899"
'200909,"[45,50)","3,094","146,338"
'200911,"[30,35)","10,592","340,109"
'199205,"[30,35)",1,34
'199907,"[ 8, 9)",1,9
'201001,"[20,25)","69,131","1,525,592"
'199210,"[ 3, 4)",3,10
'199407,"[ 3, 4)",3,10
'199702,"[ 4, 5)",2,9
'201003,"[18,20)","58,896","1,115,092"
'201007,"[ 1, 2)","108,181","160,054"
'201007,"[14,16)","102,439","1,530,476"
'199503,"[10,12)",1,10
'199808,"[10,12)",1,10
'201102,"[40,45)","1,980","83,654"
'201107,"[35,40)","9,982","371,932"
'201202,"[ 1, 2)","123,670","185,971"
'201110,"[50,..)","10,164","1,660,274"
'201110,"[14,16)","108,912","1,626,656"
'199704,"[16,18)",1,16
'201201,"[30,35)","7,461","239,900"
'199203,"[ 7, 8)",1,7
'200002,"[16,18)",2,33
'201209,"[30,35)","13,781","442,829"
'201211,"[14,16)","101,076","1,509,455"
'201304,"[ 3, 4)","116,923","408,282"
'198705,"[ 0, 0]",1,0
'199007,"[ 0, 0]",1,0
'199012,"[ 0, 0]",1,0
'198611,"[ 0, 0]",1,0
'201308,"[ 4, 5)","111,329","498,984"
'201309,"[ 9,10)","94,866","898,752"
'201411,"[30,35)",3,104
'200610,"[ 7, 8)","4,870","36,536"
'200602,"[50,..)",190,"49,101"
'200607,"[ 9,10)",623,"5,918"
'200608,"[25,30)",560,"15,255"
'200511,"[18,20)",104,"1,977"
'200407,"[50,..)",60,"18,144"
'200410,"[50,..)",66,"21,301"
'200506,"[50,..)",119,"30,993"
'200211,"[ 7, 8)",36,271
'200501,"[ 7, 8)",87,653
'200508,"[ 1, 2)",174,250
'200512,"[ 1, 2)",269,392
'200512,"[45,50)",26,"1,247"
'200302,"[30,35)",12,381
'200211,"[ 2, 3)",40,103
'200402,"[12,14)",50,644
'200404,"[14,16)",39,581
'199301,"[ 9,10)",1,10
'199510,"[ 9,10)",1,10
'199605,"[ 0, 0]",141,0
'199810,"[ 0, 0]",149,0
'200503,"[40,45)",21,891
'200302,"[ 1, 2)",27,42
'200305,"[ 1, 2)",28,40
'199601,"[25,30)",2,53
'199211,"[ 4, 5)",4,18
'199507,"[ 4, 5)",4,18
'200105,"[ 4, 5)",9,40
'199606,"[ 9,10)",2,19
'199709,"[ 9,10)",2,19
'200309,"[45,50)",7,331
'199604,"( 0, 1)",21,4
'200002,"[ 2, 3)",9,23
'199505,"[ 2, 3)",6,15
'200710,"[ 1, 2)","108,297","160,172"
'200305,"[40,45)",6,259
'200007,"[ 7, 8)",3,22
'199506,"[30,35)",2,64
'199703,"[30,35)",2,66
'199806,"[30,35)",2,64
'200712,"[40,45)","3,677","155,535"
'200710,"[16,18)","88,719","1,502,625"
'199307,"[ 5, 6)",1,6
'200110,"[14,16)",7,106
'199606,"[14,16)",1,16
'199901,"[16,18)",2,33
'199306,"[14,16)",1,16
'200801,"[18,20)","59,630","1,129,056"
'200807,"[30,35)","19,392","625,046"
'200807,"[18,20)","60,752","1,150,940"
'200806,"[16,18)","82,277","1,393,485"
'200809,"[20,25)","75,651","1,672,948"
'200812,"[ 6, 7)","106,785","693,456"
'200810,"[50,..)","13,681","1,746,088"
'199702,"[12,14)",1,12
'200902,"[ 9,10)","104,173","988,174"
'200002,"[50,..)",1,135
'200007,"[50,..)",1,145
'200812,"[10,12)","179,384","1,968,360"
'200903,"[ 6, 7)","106,578","691,901"
'200903,"[ 9,10)","101,564","964,146"
'200904,"[30,35)","11,760","377,498"
'200907,"[25,30)","38,011","1,033,251"
'199603,"[ 8, 9)",1,9
'199605,"[ 8, 9)",1,9
'199508,"[ 8, 9)",1,9
'199304,"[20,25)",2,47
'201004,"[ 1, 2)","114,007","167,403"
'199802,"[ 4, 5)",2,9
'201001,"[18,20)","54,913","1,039,290"
'201006,"[40,45)","5,239","221,475"
'201003,"[16,18)","83,875","1,419,559"
'199401,"[10,12)",1,10
'199701,"[10,12)",1,10
'201011,"[40,45)","2,818","118,966"
'201010,"[50,..)","8,458","1,637,366"
'201107,"[ 9,10)","98,035","929,631"
'201110,"[ 5, 6)","113,045","620,854"
'201111,"[ 4, 5)","119,012","534,238"
'201106,"[14,16)","107,062","1,599,432"
'201107,"[14,16)","106,150","1,586,000"
'201301,"[35,40)","3,259","121,479"
'201207,"[ 1, 2)","112,014","166,053"
'201208,"[ 1, 2)","110,655","166,324"
'201205,"[18,20)","58,991","1,117,121"
'201302,"[ 6, 7)","118,447","767,767"
'198612,"[ 0, 0]",1,0
'198711,"[ 0, 0]",1,0
'198112,"[ 0, 0]",1,0
'201304,"[12,14)","142,073","1,838,289"
'201311,"[ 3, 4)","120,558","420,963"
'201311,"[35,40)","3,520","130,937"
'201401,"[20,25)","51,121","1,125,308"
'201407,"[ 4, 5)","99,517","446,170"
'201410,"[25,30)","6,139","166,467"
'200608,"[ 0, 0]","9,398",0
'200509,"( 0, 1)",598,206
'200406,"[ 8, 9)",48,407
'200410,"[ 8, 9)",63,531
'200405,"[ 0, 0]","1,087",0
'200406,"[50,..)",56,"17,277"
'200701,"[ 6, 7)","100,946","654,883"
'200508,"[ 7, 8)",143,"1,072"
'200411,"[18,20)",30,568
'200601,"[ 6, 7)",221,"1,435"
'200311,"[45,50)",7,331
'200512,"[40,45)",33,"1,390"
'200408,"[14,16)",44,664
'200209,"[12,14)",22,280
'200504,"[40,45)",20,848
'200301,"[ 2, 3)",34,86
'200308,"[25,30)",26,698
'200309,"[ 4, 5)",42,188
'200405,"[20,25)",53,"1,182"
'199412,"[ 0, 0]",141,0
'199612,"[ 0, 0]",141,0
'200508,"[40,45)",26,"1,099"
'199501,"[25,30)",2,53
'199604,"[25,30)",1,26
'200002,"[20,25)",6,139
'199909,"[ 4, 5)",5,22
'199504,"[ 4, 5)",4,18
'199506,"[ 4, 5)",4,18
'199904,"[ 4, 5)",4,18
'199905,"[ 4, 5)",4,18
'200103,"[ 4, 5)",7,31
'199206,"[ 4, 5)",4,18
'199804,"[ 9,10)",2,19
'200005,"[ 1, 2)",9,12
'200703,"[ 9,10)","92,801","880,222"
'200305,"[18,20)",12,227
'201404,"[ 1, 2)","117,972","170,339"
'200706,"[ 6, 7)","102,966","667,439"
'200109,"[ 6, 7)",5,33
'200201,"[ 6, 7)",3,19
'200705,"[20,25)","99,953","2,213,144"
'200708,"[ 8, 9)","95,489","810,743"
'200310,"[40,45)",9,387
'200012,"[ 7, 8)",3,22
'199802,"[25,30)",1,29
'200207,"[35,40)",5,188
'200711,"[12,14)","147,518","1,909,846"
'200803,"[ 9,10)","97,221","922,986"
'199608,"[16,18)",2,33
'199408,"[16,18)",1,16
'200805,"[ 5, 6)","105,171","577,481"
'200805,"[45,50)","3,852","182,347"
'200810,"[25,30)","33,187","901,332"
'200808,"[10,12)","170,387","1,869,833"
'200812,"[ 9,10)","99,987","949,352"
'200901,"[30,35)","10,337","332,814"
'200001,"[20,25)",3,65
'200906,"[ 3, 4)","115,810","404,204"
'200908,"[35,40)","10,172","379,332"
'200910,"[ 5, 6)","112,119","614,968"
'200908,"[10,12)","173,152","1,897,227"
'200003,"[ 8, 9)",1,9
'201002,"[ 3, 4)","127,447","444,148"
'199206,"[20,25)",2,47
'199308,"[20,25)",1,22
'201002,"[12,14)","134,498","1,736,527"
'199408,"[ 3, 4)",3,10
'201006,"[ 5, 6)","107,118","586,535"
'199805,"[10,12)",1,10
'201011,"[18,20)","48,688","920,262"
'201110,"[ 9,10)","102,558","973,164"
'201110,"[ 7, 8)","107,044","801,544"
'201202,"[ 7, 8)","117,246","877,931"
'201204,"[ 0, 0]","200,548",0
'198605,"[ 7, 8)",1,7
'201204,"[ 3, 4)","117,190","410,068"
'201205,"[ 5, 6)","108,194","593,805"
'201205,"[25,30)","30,337","823,566"
'201207,"[35,40)","10,129","377,514"
'201210,"[40,45)","3,443","145,757"
'201207,"[12,14)","135,140","1,750,236"
'201303,"[25,30)","19,685","533,115"
'201303,"[ 3, 4)","114,456","399,595"
'201305,"[50,..)","8,179","1,411,370"
'201310,"[35,40)","4,898","182,341"
'201312,"[ 9,10)","98,385","932,613"
'201401,"[ 8, 9)","104,351","885,435"
'201401,"[ 2, 3)","111,022","275,729"
'201405,"[18,20)","50,049","947,611"
'201401,"[12,14)","136,578","1,766,888"
'201406,"[ 1, 2)","106,175","156,810"
'201410,"[ 4, 5)","33,561","150,139"
'200608,"( 0, 1)","3,291","1,306"
'200605,"( 0, 1)","2,049",752
'200605,"[20,25)",496,"11,000"
'200608,"[20,25)","1,055","23,411"
'200604,"[ 7, 8)",452,"3,387"
'200409,"[ 1, 2)",85,122
'200410,"[ 1, 2)",84,121
'200404,"[25,30)",36,969
'200505,"[ 4, 5)",107,480
'200404,"[10,12)",69,752
'200312,"[45,50)",7,337
'200502,"[20,25)",100,"2,245"
'200412,"[ 6, 7)",66,427
'200308,"[ 5, 6)",55,304
'200407,"[35,40)",24,891
'200401,"[12,14)",59,764
'200401,"[ 2, 3)",59,151
'199604,"[ 9,10)",2,19
'199412,"[ 1, 2)",5,8
'200111,"[25,30)",8,218
'199303,"[ 0, 0]",140,0
'199309,"[25,30)",1,26
'200202,"[20,25)",10,227
'199604,"[ 1, 2)",7,10
