"[ 0, 0]","[ 1, 2)","[ 2, 3)","[ 3, 4)"
1e-13,69.71,97.0711111111111,114.577777777778
1e-13,194.216666666667,256.251111111111,218.891
1e-13,353.571,565.968333333333,714.122631578947
