Date;Steps;CNT;QTY;ZipCode
'200611;[ 1, 2);42868;65558;19014
'200612;( 0, 1);93651;52694;19014
'200612;[ 4, 5);77564;346148;19014
'200503;[ 5, 6);101;556;19014
'200504;[ 5, 6);113;621;19014
'200602;[30,35);115;3716;19014
'200403;[ 8, 9);51;428;19014
'200512;[18,20);124;2354;19014
'200402;[ 0, 0];1002;0;19014
'200304;( 0, 1);118;37;19014
'200406;[18,20);27;511;19014
'200406;[ 9,10);48;456;19014
'200312;[ 4, 5);51;228;19014
'200209;[ 2, 3);30;78;19014
'200308;[ 2, 3);45;114;19014
'200311;[14,16);34;505;19014
'200409;[14,16);52;777;19014
'200403;[20,25);47;105;19014
'199311;[ 0, 0];141;0;19014
'199508;[ 0, 0];141;0;19014
'200308;[ 9,10);35;333;19014
'199803;[ 0, 0];148;0;19014
'200010;[ 0, 0];169;0;19014
'199311;[ 1, 2);6;9;19014
'200010;[ 1, 2);10;14;19014
'199610;[ 0, 0];141;0;19014
'199211;[25,30);1;26;19014
'199411;[ 4, 5);4;18;19014
'200012;[ 4, 5);7;31;19014
'199609;[25,30);1;26;19014
'200207;[10,12);27;291;19014
'200404;[ 6, 7);60;390;19014
'199409;( 0, 1);21;4;19014
'199610;( 0, 1);22;4;19014
'199906;[ 2, 3);7;18;19014
'199308;( 0, 1);22;4;19014
'200305;[20,25);20;444;19014
'200302;[25,30);11;300;19014
'199212;[ 2, 3);5;12;19014
'199708;[ 2, 3);6;15;19014
'200404;[40,45);9;379;19014
'200008;[50,..);2;198;19014
'200101;[50,..);2;198;19014
'200204;[40,45);4;167;19014
'200806;[ 9,10);94016;890745;19014
'200804;[18,20);59825;1131613;19014
'200806;[14,16);111093;1660426;19014
'200812;[ 4, 5);113384;510286;19014
'199205;[12,14);1;14;19014
'200004;[12,14);3;40;19014
'199502;[18,20);1;20;19014
'200905;[ 6, 7);103319;670793;19014
'200907;[ 3, 4);113918;39808;19014
'200011;[ 3, 4);4;14;19014
'200910;[ 1, 2);115004;170655;19014
'200910;[10,12);18011;1974432;19014
'200012;[ 8, 9);1;9;19014
'199609;[ 8, 9);1;8;19014
'201001;[ 1, 2);113632;17127;19014
'201003;[ 3, 4);115536;40283;19014
'199706;[ 3, 4);2;7;19014
'201004;( 0, 1);127311;64385;19014
'201006;[18,20);54391;1028608;19014
'201011;[ 8, 9);102859;8727;19014
'201102;[14,16);92774;1381755;19014
'201103;[14,16);1069;1596354;19014
'199809;[16,18);1;16;19014
'201202;[ 5, 6);120301;660371;19014
'201302;[ 0, 0];236663;0;19014
'201112;[50,..);7021;1482968;19014
'198610;[ 7, 8);1;7;19014
'199211;[ 6, 7);1;7;19014
'199212;[ 7, 8);1;7;19014
'199401;[ 7, 8);1;7;19014
'199408;[ 7, 8);1;7;19014
'201205;[50,..);8094;1722751;19014
'201206;[ 9,10);94663;896641;19014
'201209;[ 6, 7);111446;722637;19014
'201210;[25,30);26785;726845;19014
'201212;[18,20);45836;867193;19014
'201302;[ 8, 9);112921;95836;19014
'201212;[10,12);177256;1942812;19014
'201305;[ 7, 8);102296;765817;19014
'201306;[ 7, 8);104711;78424;19014
'201306;[ 3, 4);115689;404066;19014
'201307;[ 4, 5);110934;497557;19014
'201307;[45,50);3325;157534;19014
'201306;[12,14);136813;1770067;19014
'201405;[ 1, 2);107129;15868;19014
'201406;[ 6, 7);98931;641368;19014
'201403;[20,25);53253;1172804;19014
'201408;[25,30);24331;660709;19014
'201408;[10,12);145318;1590890;19014
'200508;[ 0, 0];2134;0;19014
'200601;[ 0, 0];381;0;19014
'200507;[35,40);47;1745;19014
'200501;[16,18);51;867;19014
'200506;[ 6, 7);105;684;19014
'200409;[45,50);10;472;19014
'200401;[ 6, 7);54;350;19014
'200301;[ 4, 5);32;143;19014
'200311;[ 2, 3);61;157;19014
'200410;[20,25);58;1293;19014
'200310;[16,18);23;394;19014
'200408;[16,18);33;562;19014
'200307;[20,25);35;781;19014
'200504;[50,..);107;29746;19014
'199810;[ 1, 2);7;10;19014
'199906;[ 1, 2);8;11;19014
'200102;[ 1, 2);11;18;19014
'200112;[ 1, 2);14;20;19014
'200404;[ 1, 2);73;103;19014
'200208;[25,30);10;269;19014
'200304;[25,30);15;412;19014
'199611;[ 4, 5);4;18;19014
'199610;[ 9,10);1;10;19014
'200006;( 0, 1);31;6;19014
'200202;[ 7, 8);9;70;19014
'200402;[45,50);11;528;19014
'200109;( 0, 1);45;10;19014
'199811;( 0, 1);22;5;19014
'200704;[ 4, 5);105279;47305;19014
'200201;[30,35);7;226;19014
'199310;[ 2, 3);5;12;19014
'199404;[ 2, 3);5;13;19014
'200004;[10,12);3;35;19014
'200706;[18,20);64384;1218155;19014
'200201;[14,16);9;135;19014
'199609;[30,35);2;64;19014
'199709;[ 6, 7);3;20;19014
'200304;[18,20);12;228;19014
'199205;[ 5, 6);1;6;19014
'199506;[ 5, 6);1;5;19014
'199711;[ 5, 6);1;5;19014
'199805;[ 5, 6);1;6;19014
'200802;[ 2, 3);117693;293758;19014
'200712;[16,18);85278;1445493;19014
'200804;[ 7, 8);102401;767161;19014
'199810;[16,18);2;33;19014
'200009;[14,16);6;91;19014
'200802;[12,14);143285;1856169;19014
'200804;[10,12);18126;1983683;19014
'200806;[ 8, 9);100407;85215;19014
'200808;[45,50);4479;212111;19014
'199910;[18,20);1;19;19014
'200808;( 0, 1);125471;63082;19014
'200001;[18,20);1;19;19014
'199503;[12,14);1;14;19014
'200010;[12,14);5;65;19014
'199405;[12,14);1;14;19014
'199410;[12,14);1;14;19014
'199509;[20,25);3;68;19014
'200902;[14,16);95519;1423643;19014
'200903;[10,12);179464;1969515;19014
'200910;[35,40);6881;256371;19014
'199312;[30,35);1;34;19014
'201001;[ 6, 7);110715;71861;19014
'201001;[ 8, 9);104097;884641;19014
'201002;[ 8, 9);114856;974044;19014
'200912;[14,16);113297;1693864;19014
'199303;[20,25);1;22;19014
'199904;[ 3, 4);2;7;19014
'199710;[ 3, 4);3;10;19014
'201012;[45,50);1753;82976;19014
'201108;[ 6, 7);112088;726583;19014
'201107;[ 8, 9);102318;868228;19014
'201110;[12,14);1458;1888871;19014
'201102;[ 9,10);106597;1010623;19014
'201201;[35,40);3534;13162;19014
'199712;[ 6, 7);1;6;19014
'201202;[ 6, 7);117046;759048;19014
'200007;[ 6, 7);2;12;19014
'201204;[50,..);6075;1462431;19014
'201204;[ 4, 5);114886;515701;19014
'201208;[20,25);76637;1698459;19014
'201303;[40,45);2178;92138;19014
'201305;[10,12);174085;1909820;19014
'201410;[14,16);27945;417372;19014
'201410;[10,12);48463;530875;19014
'200612;[50,..);5732;654061;19014
'200611;[ 3, 4);4574;160061;19014
'200610;[20,25);4843;107259;19014
'200510;[ 0, 0];2484;0;19014
'200610;[40,45);349;1478;19014
'200601;[25,30);169;4593;19014
'200301;[ 0, 0];570;0;19014
'200601;[ 2, 3);262;653;19014
'200311;( 0, 1);191;60;19014
'200212;[ 0, 0];551;0;19014
'200207;( 0, 1);80;24;19014
'200407;[ 3, 4);73;252;19014
'200303;[ 5, 6);46;254;19014
'200401;[ 5, 6);63;348;19014
'200410;[ 5, 6);81;448;19014
'200307;[ 4, 5);38;171;19014
'200409;[ 2, 3);86;222;19014
'200407;[16,18);32;545;19014
'199411;[ 9,10);2;19;19014
'199607;[ 9,10);1;10;19014
'199608;[ 0, 0];141;0;19014
'199901;[ 0, 0];149;0;19014
'200006;[ 0, 0];167;0;19014
'200009;[ 0, 0];170;0;19014
'199605;[ 1, 2);6;9;19014
'200308;[ 1, 2);47;67;19014
'200311;[ 1, 2);52;74;19014
'200402;[ 1, 2);72;102;19014
'199403;[25,30);2;53;19014
'199612;[25,30);2;53;19014
'200101;[25,30);5;133;19014
'200301;[25,30);14;380;19014
'199403;[ 4, 5);4;18;19014
'200402;[ 2, 3);71;181;19014
'200307;[10,12);46;499;19014
'200204;[ 7, 8);19;143;19014
'200210;[50,..);26;2745;19014
'200401;[18,20);20;376;19014
'200703;[ 6, 7);101091;655644;19014
'200008;[ 2, 3);9;23;19014
'199810;[ 2, 3);7;18;19014
'199301;( 0, 1);18;3;19014
'199605;( 0, 1);22;4;19014
'200210;[18,20);12;227;19014
'200705;[ 1, 2);100115;146848;19014
'200706;[ 7, 8);98523;737943;19014
'200209;[30,35);7;229;19014
'200112;[ 5, 6);8;43;19014
'200708;[ 1, 2);106767;158121;19014
'200710;[25,30);36162;981326;19014
'200710;[ 5, 6);104231;572005;19014
'200709;( 0, 1);122915;65949;19014
'199902;[25,30);2;57;19014
'199603;[30,35);2;66;19014
'200009;[30,35);3;97;19014
'200712;[35,40);618;230357;19014
'200710;[50,..);11892;2207624;19014
'200801;[ 6, 7);104032;675866;19014
'200711;[16,18);83284;1409710;19014
'200803;[ 3, 4);112751;39448;19014
'200804;[25,30);30922;83757;19014
'199209;[14,16);1;16;19014
'199712;[16,18);2;33;19014
'199401;[16,18);1;16;19014
'200804;[12,14);148907;1927756;19014
'200807;[ 9,10);95564;907312;19014
'200805;[14,16);117997;1764573;19014
'200809;[16,18);76945;1302795;19014
'200901;[ 0, 0];146729;0;19014
'200810;[20,25);8063;1783490;19014
'200011;[40,45);1;42;19014
'200905;[25,30);35892;974473;19014
'200904;[14,16);110769;1654577;19014
'200908;[ 4, 5);11102;497908;19014
'200909;[35,40);7427;276704;19014
'200911;[ 9,10);99348;941199;19014
'200911;( 0, 1);144863;76052;19014
'199903;[ 8, 9);1;9;19014
'200910;[16,18);81706;1383437;19014
'201003;[ 0, 0];155429;0;19014
'201001;[12,14);14785;1914996;19014
'201002;[10,12);179429;1964232;19014
'199303;[ 3, 4);3;10;19014
'199603;[ 3, 4);3;10;19014
'199711;[ 3, 4);2;7;19014
'199903;[ 3, 4);3;10;19014
'201007;[10,12);165479;1813238;19014
'199405;[10,12);1;10;19014
'201011;[ 3, 4);115933;404824;19014
'201102;[ 8, 9);115405;97846;19014
'201012;[10,12);176256;1931520;19014
'201010;[18,20);52988;1003544;19014
'201105;[ 9,10);99775;947847;19014
'201112;[ 4, 5);116952;523023;19014
'199903;[14,16);1;15;19014
'198707;[ 7, 8);1;7;19014
'198712;[ 7, 8);1;7;19014
'199305;[ 7, 8);1;7;19014
'201201;[14,16);100645;1501908;19014
'201204;[35,40);4679;174168;19014
'201209;[ 1, 2);115158;171914;19014
'201210;[ 4, 5);112377;504091;19014
'198804;[ 0, 0];1;0;19014
'198902;[ 0, 0];1;0;19014
'201308;[ 6, 7);108599;70467;19014
'201312;[ 0, 0];244255;0;19014
'201403;[35,40);3197;118904;19014
'201409;[ 6, 7);65882;426795;19014
'200602;[10,12);656;7205;19014
'200607;( 0, 1);2644;997;19014
'200511;[ 6, 7);161;1042;19014
'200605;[ 5, 6);501;2751;19014
'200307;[ 7, 8);46;343;19014
'200502;[ 4, 5);103;464;19014
'200405;[18,20);26;489;19014
'200505;[18,20);61;1152;19014
'200411;[16,18);39;665;19014
'200509;[ 6, 7);136;881;19014
'200611;[45,50);853;40375;19014
'200406;[10,12);70;764;19014
'200504;[45,50);15;712;19014
'200309;[ 3, 4);41;144;19014
'200301;[35,40);9;336;19014
'200405;[ 4, 5);66;296;19014
'200407;[ 2, 3);73;186;19014
'200411;[ 2, 3);92;237;19014
'200405;[16,18);28;479;19014
'200210;[ 9,10);24;228;19014
'199801;[ 0, 0];147;0;19014
'199205;[ 1, 2);4;6;19014
'199209;[ 1, 2);5;8;19014
'199301;[ 1, 2);4;6;19014
'200006;[ 1, 2);10;14;19014
'199206;[ 0, 0];140;0;19014
'199904;[25,30);2;56;19014
'200005;[25,30);5;133;19014
'200202;[ 2, 3);20;50;19014
'200404;[50,..);54;16994;19014
'200506;[45,50);16;759;19014
'200702;[35,40);4278;159267;19014
'200310;[12,14);52;675;19014
'200102;( 0, 1);40;11;19014
'200301;[30,35);10;323;19014
'200212;[10,12);32;345;19014
'200702;[12,14);136648;1765427;19014
'200703;[ 5, 6);102104;559199;19014
'200208;[14,16);17;256;19014
'200009;[ 2, 3);10;26;19014
'200104;[ 2, 3);15;39;19014
'199712;( 0, 1);22;4;19014
'200012;[16,18);6;101;19014
'200707;[ 9,10);91464;868202;19014
'200005;[30,35);5;161;19014
'200309;[40,45);9;379;19014
'200711;[ 2, 3);11025;274366;19014
'199705;[30,35);2;66;19014
'199407;[16,18);1;16;19014
'200808;[ 5, 6);106978;588377;19014
'200809;[ 3, 4);117355;409803;19014
'199509;[12,14);1;13;19014
'199512;[12,14);1;14;19014
'200102;[12,14);6;78;19014
'199412;[20,25);2;44;19014
'199508;[20,25);2;44;19014
'200010;[20,25);4;86;19014
'199907;[20,25);3;65;19014
'199805;[ 3, 4);3;10;19014
'201009;[ 7, 8);104757;784535;19014
'199607;[10,12);1;10;19014
'201012;[ 5, 6);109043;597357;19014
'201101;[ 8, 9);106204;901537;19014
'201104;[18,20);49811;941621;19014
'201105;[ 6, 7);104928;681874;19014
'201103;[12,14);14599;1890700;19014
'201106;[12,14);143167;1852981;19014
'199908;[14,16);1;15;19014
'199912;[ 6, 7);1;6;19014
'200001;[ 6, 7);1;6;19014
'200012;[ 6, 7);2;12;19014
'201201;( 0, 1);155027;76417;19014
'198701;[ 7, 8);1;7;19014
'198801;[ 7, 8);1;7;19014
'198806;[ 6, 7);1;7;19014
'198708;[ 7, 8);1;7;19014
'201203;[20,25);61568;1356673;19014
'201211;[ 7, 8);109201;817914;19014
'201212;[40,45);1972;83446;19014
'198105;[ 0, 0];1;0;19014
'201307;[ 5, 6);109345;599536;19014
'201308;[18,20);51549;975942;19014
'201402;[50,..);3689;73427;19014
'201404;[35,40);3725;138604;19014
'201310;[20,25);64518;1423420;19014
'200611;[ 9,10);34122;323005;19014
'200607;[10,12);1135;12444;19014
'200606;[ 0, 0];7003;0;19014
'200610;[ 9,10);4394;41694;19014
'200608;[30,35);329;10616;19014
'200607;[14,16);748;1122;19014
'200510;[ 5, 6);156;855;19014
'200606;[12,14);799;10337;19014
'200408;[ 8, 9);60;504;19014
'200306;[ 7, 8);42;316;19014
'200408;[25,30);45;1211;19014
'200409;[ 3, 4);67;235;19014
'200303;[35,40);10;371;19014
'200311;[12,14);48;614;19014
'200407;[ 4, 5);71;318;19014
'200312;[16,18);23;394;19014
'200308;[20,25);37;822;19014
'199205;[ 9,10);1;10;19014
'199310;[ 9,10);1;10;19014
'199605;[ 9,10);1;10;19014
'199807;[ 0, 0];149;0;19014
'199406;[ 1, 2);6;9;19014
'200105;[25,30);5;133;19014
'200306;[ 1, 2);29;42;19014
'199410;[25,30);2;53;19014
'199705;[25,30);2;53;19014
'199709;[25,30);1;26;19014
'200001;[ 4, 5);5;23;19014
'199303;[ 4, 5);4;18;19014
'200204;[ 4, 5);22;99;19014
'199305;[ 1, 2);4;6;19014
'200302;[10,12);36;397;19014
'200306;[ 6, 7);39;257;19014
'200702;( 0, 1);137269;71381;19014
'199602;( 0, 1);21;4;19014
'200304;[16,18);16;272;19014
'200705;[ 3, 4);103494;360764;19014
'200703;[14,16);117573;1758154;19014
'199502;[ 2, 3);5;12;19014
'200008;[30,35);5;161;19014
'200711;[ 1, 2);109789;162958;19014
'199708;[ 7, 8);2;14;19014
'199805;[30,35);2;66;19014
'199412;[ 5, 6);1;6;19014
'200001;[ 5, 6);1;6;19014
'199406;[ 5, 6);1;5;19014
'199709;[14,16);1;16;19014
'199803;[16,18);2;33;19014
'199808;[16,18);2;33;19014
'199909;[14,16);2;31;19014
'200802;[50,..);752;1165119;19014
'200808;[40,45);6614;280028;19014
'200809;[25,30);31664;859344;19014
'200007;[18,20);4;78;19014
'200811;[ 8, 9);104659;888409;19014
'199306;[12,14);1;13;19014
'199407;[12,14);1;14;19014
'199909;[50,..);1;140;19014
'200005;[20,25);4;86;19014
'200903;[ 2, 3);113;28042;19014
'200101;[40,45);1;44;19014
'200903;[20,25);72322;1596891;19014
'200910;[30,35);1305;419955;19014
'199204;[20,25);2;47;19014
'199302;[ 4, 5);2;9;19014
'199703;[ 3, 4);3;10;19014
'201005;[50,..);11219;2330617;19014
'201002;[16,18);63473;1073395;19014
'201009;[18,20);49472;935644;19014
'201101;[10,12);180978;1983306;19014
'201110;[ 6, 7);110446;717401;19014
'200005;[ 6, 7);2;12;19014
'201111;[12,14);14477;1872667;19014
'199903;[ 6, 7);1;6;19014
'198501;[ 7, 8);1;7;19014
'199304;[ 6, 7);1;7;19014
'201205;[35,40);6682;248801;19014
'201209;[10,12);172589;1886979;19014
'201209;[14,16);100437;1499984;19014
'198001;[ 0, 0];1;0;19014
'198402;[ 0, 0];1;0;19014
'199011;[ 0, 0];1;0;19014
'201307;[30,35);15332;49384;19014
'201311;[ 0, 0];229026;0;19014
'201312;[ 3, 4);11591;403699;19014
'201402;[ 2, 3);126832;316006;19014
'201403;[ 8, 9);101617;862507;19014
'201402;( 0, 1);180637;89681;19014
'201408;[ 0, 0];200927;0;19014
'201409;[25,30);12252;33168;19014
'201411;[35,40);1;36;19014
'201409;[10,12);95287;1040349;19014
'200610;[25,30);2218;6033;19014
'200412;[ 3, 4);83;287;19014
'200506;[35,40);37;1366;19014
'200508;[18,20);78;1472;19014
'200512;[50,..);180;39127;19014
'200401;[ 7, 8);55;412;19014
'200409;( 0, 1);270;87;19014
'200209;[ 3, 4);20;71;19014
'200412;[ 2, 3);81;206;19014
'199308;[ 9,10);1;10;19014
'199906;[ 9,10);2;19;19014
'200108;[ 1, 2);11;15;19014
'200207;[ 1, 2);17;25;19014
'199407;[25,30);2;53;19014
'200203;[25,30);9;240;19014
'199803;[25,30);2;53;19014
'200006;[ 4, 5);6;27;19014
'199404;[ 1, 2);6;9;19014
'199703;[ 1, 2);6;9;19014
'200002;[ 1, 2);10;14;19014
'200310;[ 5, 6);61;337;19014
'200010;( 0, 1);32;7;19014
'200502;[45,50);18;850;19014
'199806;[ 2, 3);7;18;19014
'199703;( 0, 1);22;4;19014
'200704;[40,45);427;18055;19014
'199508;[ 2, 3);6;15;19014
'200707;( 0, 1);115362;58384;19014
'199909;[10,12);3;35;19014
'200709;[35,40);9944;370651;19014
'199706;[30,35);2;64;19014
'199301;[ 5, 6);1;6;19014
'199706;[ 5, 6);1;5;19014
'199204;[ 5, 6);1;5;19014
'200804;[ 1, 2);109254;162533;19014
'200804;[35,40);7116;265047;19014
'199202;[14,16);1;15;19014
'199504;[14,16);1;16;19014
'200104;[40,45);2;84;19014
'200807;[ 5, 6);105304;579066;19014
'200805;[50,..);13733;1783131;19014
'200808;[16,18);81527;1381388;19014
'200812;[ 3, 4);115196;403044;19014
'200101;[12,14);5;65;19014
'199204;[12,14);1;13;19014
'199402;[12,14);1;12;19014
'199501;[12,14);1;14;19014
'200902;[ 6, 7);115974;751804;19014
'200910;[ 3, 4);116336;405886;19014
'200911;[ 1, 2);113755;170846;19014
'199303;[30,35);1;34;19014
'199205;[20,25);1;22;19014
'199506;[ 3, 4);2;7;19014
'199712;[ 3, 4);3;10;19014
'199809;[ 3, 4);2;7;19014
'200008;[ 3, 4);5;17;19014
'201005;[ 1, 2);110771;161323;19014
'199601;[10,12);1;10;19014
'201010;( 0, 1);127564;63815;19014
'201010;[20,25);69252;1529940;19014
'201101;[ 9,10);102664;973988;19014
'201101;[25,30);22483;609483;19014
'201109;[45,50);3379;160055;19014
'201109;[35,40);797;296877;19014
'200001;[14,16);1;15;19014
'201109;[16,18);72794;1232179;19014
'200101;[ 6, 7);2;12;19014
'201203;[ 1, 2);122012;174685;19014
'198502;[ 6, 7);1;7;19014
'198907;[ 7, 8);1;7;19014
'199009;[ 6, 7);1;7;19014
'199406;[ 6, 7);1;7;19014
'198407;[ 7, 8);1;7;19014
'201204;[18,20);50259;949941;19014
'201204;[ 6, 7);111472;722728;19014
'201212;[ 6, 7);109776;712203;19014
'201301;[ 9,10);98985;939072;19014
'201305;[ 6, 7);10283;667641;19014
'198504;[ 0, 0];1;0;19014
'198507;[ 0, 0];1;0;19014
'198701;[ 0, 0];1;0;19014
'201309;[ 6, 7);111965;726043;19014
'201309;[ 4, 5);114599;514376;19014
'201312;[45,50);1287;60825;19014
'201406;[16,18);65187;1103314;19014
'201411;( 0, 1);1;0;19014
'200609;[ 1, 2);1877;2785;19014
'200507;[ 3, 4);138;478;19014
'200608;[ 3, 4);1051;3668;19014
'200503;[ 8, 9);77;650;19014
'200508;[ 8, 9);102;862;19014
'200512;[ 8, 9);153;1297;19014
'200509;[12,14);174;225;19014
'200603;[25,30);228;6187;19014
'200408;[ 1, 2);83;120;19014
'200509;[18,20);76;1444;19014
'200503;[25,30);76;2069;19014
'200102;[ 3, 4);9;32;19014
'200208;[ 4, 5);24;107;19014
'200210;[ 4, 5);29;130;19014
'200510;[45,50);20;959;19014
'199509;[ 9,10);2;19;19014
'200302;[ 8, 9);28;239;19014
'199805;[ 0, 0];148;0;19014
'200102;[ 0, 0];200;0;19014
'199704;[ 1, 2);7;10;19014
'199806;[ 1, 2);7;10;19014
'199909;[ 1, 2);8;11;19014
'200210;[ 1, 2);22;32;19014
'199301;[25,30);2;53;19014
'199607;[25,30);2;53;19014
'200305;[25,30);16;436;19014
'199708;[ 4, 5);4;18;19014
'200110;[ 2, 3);18;46;19014
'200109;[ 9,10);4;38;19014
'200703;[ 3, 4);105226;366762;19014
'199206;( 0, 1);16;2;19014
'199311;[ 2, 3);5;13;19014
'200103;[30,35);7;226;19014
'200012;[10,12);2;22;19014
'200711;[ 6, 7);107888;699577;19014
'200005;[ 7, 8);2;14;19014
'199712;[ 7, 8);2;14;19014
'199505;[30,35);2;66;19014
'199704;[ 5, 6);1;5;19014
'199807;[ 5, 6);1;6;19014
'200008;[ 5, 6);4;21;19014
'200103;[ 5, 6);4;21;19014
'199211;[14,16);1;16;19014
'199305;[16,18);1;16;19014
'200805;[ 3, 4);108993;381204;19014
'200807;[ 3, 4);111468;389628;19014
'200803;[18,20);62161;1177074;19014
'200812;[35,40);5626;20961;19014
'200901;[ 8, 9);103891;882609;19014
'200901;[45,50);1974;93457;19014
'200104;[20,25);5;108;19014
'200906;[ 2, 3);112947;281347;19014
'200904;[12,14);14834;1919449;19014
'199203;[30,35);1;34;19014
'199308;[30,35);1;34;19014
'200912;[ 5, 6);11131;6103;19014
'199701;[ 8, 9);1;9;19014
'199604;[ 8, 9);1;8;19014
'199311;[20,25);2;47;19014
'199211;[ 3, 4);2;7;19014
'201006;[14,16);104062;1554948;19014
'201009;[ 6, 7);108797;705511;19014
'201011;[10,12);175676;1921499;19014
'201108;[ 8, 9);102139;867316;19014
'201110;[ 0, 0];181368;0;19014
'201201;[ 2, 3);116465;287727;19014
'199807;[ 6, 7);1;6;19014
'200105;[ 6, 7);2;12;19014
'201203;[ 8, 9);10602;899607;19014
'198506;[ 6, 7);1;7;19014
'198603;[ 7, 8);1;7;19014
'198802;[ 6, 7);1;7;19014
'199105;[ 7, 8);1;7;19014
'201206;[ 2, 3);112809;280415;19014
'201206;[40,45);4761;201256;19014
'201208;[30,35);171;550409;19014
'201207;[10,12);168336;1845038;19014
'201212;[12,14);138215;1789226;19014
'201301;[20,25);52704;1160690;19014
'199010;[ 0, 0];1;0;19014
'201309;[35,40);6555;244301;19014
'201310;[30,35);9783;314889;19014
'201311;[30,35);7156;229676;19014
'201406;[35,40);5594;208487;19014
'201406;[12,14);123;1591426;19014
'201410;[ 3, 4);3379;117795;19014
'200611;[35,40);2212;82442;19014
'200510;[10,12);239;2609;19014
'200610;( 0, 1);9824;4871;19014
'200506;[ 0, 0];1864;0;19014
'200407;[ 8, 9);57;479;19014
'200506;[ 8, 9);81;688;19014
'200601;[12,14);291;3781;19014
'200512;[ 6, 7);178;1153;19014
'200502;[50,..);87;26678;19014
'200506;[ 1, 2);143;207;19014
'200303;[ 0, 0];597;0;19014
'200502;[12,14);96;1239;19014
'200311;[10,12);52;564;19014
'200108;[ 3, 4);11;37;19014
'200206;[ 3, 4);18;63;19014
'200410;[ 6, 7);65;420;19014
'200308;[ 4, 5);41;184;19014
'200408;[20,25);56;125;19014
'200306;[ 4, 5);33;148;19014
'199503;[ 9,10);1;10;19014
'199902;[ 0, 0];150;0;19014
'199212;[ 1, 2);4;6;19014
'200101;[ 1, 2);10;14;19014
'200301;[ 1, 2);25;36;19014
'199502;[20,25);3;68;19014
'199903;[25,30);2;53;19014
'199208;[ 4, 5);4;18;19014
'199805;[ 4, 5);4;18;19014
'199901;[ 9,10);1;10;19014
'200010;[ 9,10);1;10;19014
'199302;[ 1, 2);5;9;19014
'200203;[10,12);10;109;19014
'199912;[ 2, 3);7;18;19014
'199303;( 0, 1);19;3;19014
'199306;( 0, 1);21;4;19014
'199702;( 0, 1);23;5;19014
'199612;( 0, 1);22;4;19014
'199304;( 0, 1);20;3;19014
'200705;[ 4, 5);103174;462642;19014
'200109;[10,12);5;57;19014
'200707;[ 7, 8);97036;726486;19014
'200709;[ 8, 9);98486;836083;19014
'200212;[40,45);6;259;19014
'199903;[30,35);3;96;19014
'200104;[ 6, 7);4;27;19014
'199711;[ 6, 7);3;20;19014
'199811;[30,35);2;64;19014
'200710;[10,12);173992;1909229;19014
'200802;[ 7, 8);107701;807535;19014
'200803;[ 2, 3);10804;270075;19014
'199212;[16,18);1;16;19014
'199304;[14,16);1;16;19014
'199711;[14,16);1;16;19014
'200004;[14,16);6;91;19014
'199404;[14,16);1;16;19014
'200803;[50,..);9008;1236276;19014
'200807;[ 4, 5);111451;50135;19014
'200003;[18,20);4;78;19014
'199307;[12,14);1;14;19014
'199406;[12,14);1;13;19014
'199210;[12,14);1;14;19014
'199706;[12,14);1;13;19014
'199908;[20,25);3;65;19014
'200008;[20,25);4;86;19014
'200006;[50,..);1;140;19014
'200905;[ 4, 5);110931;49757;19014
'200905;[14,16);116533;1740765;19014
'200910;[45,50);2699;12774;19014
'200910;[20,25);76678;1694886;19014
'199211;[20,25);2;47;19014
'199608;[ 3, 4);3;10;19014
'201005;[40,45);483;204393;19014
'201010;[ 1, 2);115408;169258;19014
'201102;[ 0, 0];183505;0;19014
'201012;[14,16);104789;1564650;19014
'201108;[14,16);104262;1558311;19014
'201201;[ 6, 7);111413;721875;19014
'199811;[16,18);1;16;19014
'201201;[40,45);2157;91174;19014
'200010;[ 6, 7);2;12;19014
'199006;[ 6, 7);1;7;19014
'201206;[25,30);31114;84364;19014
'201205;[45,50);2324;110033;19014
'201204;[10,12);179721;1965179;19014
'201205;[16,18);83678;1415487;19014
'201209;[25,30);27721;751723;19014
'201303;[ 0, 0];230769;0;19014
'198602;[ 0, 0];1;0;19014
'201303;[20,25);58982;1299653;19014
'201310;[ 5, 6);110954;609497;19014
'201310;[25,30);23555;638533;19014
'201312;( 0, 1);164445;84829;19014
'201311;[45,50);1357;64144;19014
'201401;[50,..);4577;862755;19014
'201403;[30,35);6623;21306;19014
'201405;[35,40);4956;18461;19014
'201309;[12,14);133534;1727634;19014
'201403;[10,12);167838;1841642;19014
'201406;[ 9,10);85108;80595;19014
'201410;[ 9,10);27698;26279;19014
'201407;[12,14);117366;1519543;19014
'201411;[20,25);2;49;19014
'201410;[45,50);482;22813;19014
'200601;[14,16);224;336;19014
'200604;[12,14);611;7914;19014
'200511;[ 9,10);153;1457;19014
'200602;[ 4, 5);441;1982;19014
'200406;[30,35);26;840;19014
'200211;[50,..);28;2924;19014
'200505;[50,..);117;31383;19014
'200309;( 0, 1);179;57;19014
'200505;[ 6, 7);97;628;19014
'200401;[ 9,10);44;420;19014
'200205;[ 3, 4);20;67;19014
'200301;[ 5, 6);42;232;19014
'199303;[ 9,10);1;10;19014
'199407;[ 9,10);1;10;19014
'200009;[ 9,10);2;19;19014
'199703;[ 0, 0];147;0;19014
'199907;[ 0, 0];150;0;19014
'200105;[ 0, 0];211;0;19014
'199208;[ 1, 2);4;6;19014
